,Employee ID,Full Name,Start Date,Title,Supervisor,Mail,Business Unit,Employee Status,Job Type,Zone,Contract Type,Termination Type,Department,Division,Date of Birth,State,Job,Gender,Zipcode,RaceDesc,Marital Status,Performance Score,Current Employee Rating
575,1002,Sandra Martin,12-Dec-22,Software Engineer,Angela Hayes,sandra.martin@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Involuntary,Software Engineering,Cable Television,08-07-1950,Massachussets,Foreman,Female,2135,Asian,Widowed,Fully Meets,3
576,1003,Keyla Del Bosque,08-Mar-23,Software Engineer,Christina Copeland,keyla.del bosque@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Voluntary,Software Engineering,Field Operations,23-11-1973,Massachussets,Foreman,Female,2176,White,Married,Fully Meets,3
577,1004,Andrew Szabo,29-May-20,Software Engineer,Jennifer Cohen,andrew.szabo@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Involuntary,Software Engineering,Project Management - Con,27-01-1957,Massachussets,Coordinator,Male,2140,Black,Single,Fully Meets,3
578,1005,Luke Patronick,16-Sep-22,Software Engineer,Mr. Jesus Richards,luke.patronick@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Unknown,Software Engineering,Field Operations,28-07-1970,Massachussets,Project Manager,Male,1844,Black,Divorced,Fully Meets,3
579,1006,Colby Andreola,15-Aug-21,Software Engineer,Beth Johnson,colby.andreola@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Software Engineering,Engineers,19-02-1959,Massachussets,Administrative,Female,2110,White,Widowed,Fully Meets,3
580,1007,Edward TRUE,25-Oct-20,Software Engineer,Raymond Adams,edward.true@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Software Engineering, General - Conference,18-03-2000,Massachussets,Lineman,Male,2451,Black,Widowed,Fully Meets,3
581,1008,Judith Carabbio,28-Aug-19,Software Engineer,Jessica Rhodes,judith.carabbio@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Software Engineering, General - Conference,21-12-1981,Massachussets,Foreman,Female,2132,Hispanic,Married,Fully Meets,3
582,1009,Adell Saada,13-Jun-19,Software Engineer,Steven Tran,adell.saada@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Retirement,Software Engineering, General - Conference,01-03-1987,Massachussets,Model Assistant,Female,2132,Other,Single,Fully Meets,3
583,1010,Kamari Hunter,12-Jan-21,Software Engineer,Kristen Collier,kamari.hunter@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Software Engineering,Field Operations,21-10-1992,Massachussets,Supervisor,Male,12889,Hispanic,Divorced,Fully Meets,3
584,1011,Sarah Malone,07-Feb-22,Software Engineer,David Lopez,sarah.malone@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Software Engineering, General - Conference,22-02-1948,Massachussets,Foreman,Male,21340,Hispanic,Married,Fully Meets,3
585,1012,Skyler Blackwell,09-Nov-20,Software Engineer,Candice Schmidt,skyler.blackwell@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Temporary,Involuntary,Software Engineering,General - Engineering,03-10-1978,Massachussets,Administrative,Male,67544,White,Single,Fully Meets,3
586,1013,Jasmin Shah,13-May-20,Software Engineer,Christy Craig,jasmin.shah@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unknown,Software Engineering,Engineers,19-11-1974,Massachussets,Engineer,Male,36398,Asian,Single,Fully Meets,3
587,1014,Kole Quinn,31-Dec-22,Shared Services Manager,Jermaine Weaver,kole.quinn@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Retirement,Software Engineering,Cable Television,13-07-1953,Massachussets,Clerk,Male,2562,Other,Single,Fully Meets,3
588,1015,Ansley Jackson,03-Dec-18,Shared Services Manager,James Barajas,ansley.jackson@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unknown,Software Engineering,People Services,04-12-1961,Massachussets,Vice President,Female,22621,White,Married,Fully Meets,3
589,1016,Jayda Reese,21-Feb-20,Senior BI Developer,Tyler Davis,jayda.reese@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Involuntary,Admin Offices,Shop (Fleet),08-03-1956,Massachussets,Mechanic,Female,64065,White,Single,Fully Meets,3
590,1017,Julien Whitehead,07-Sep-20,Senior BI Developer,Joshua Gonzalez,julien.whitehead@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Involuntary,Admin Offices,Field Operations,05-07-1947,Massachussets,Laborer,Female,97374,Black,Single,Fully Meets,3
591,1018,Alan Haynes,19-Jun-20,Senior BI Developer,Justin Sherman,alan.haynes@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Involuntary,Admin Offices, General - Conference,24-02-1942,Massachussets,Laborer,Female,87646,White,Married,Fully Meets,3
592,1019,Kamryn Herrera,14-Oct-22,Software Engineer,Sara Holland,kamryn.herrera@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Software Engineering,Fielders,28-11-1978,Massachussets,Engineer,Male,77974,Hispanic,Widowed,Fully Meets,3
593,1020,Kelvin Foster,20-Jun-23,Software Engineer,Shelia Graham,kelvin.foster@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Software Engineering,Field Operations,20-12-1990,Massachussets,Supervisor,Female,42126,Black,Widowed,Fully Meets,3
594,1021,Joe Fletcher,09-Nov-20,Software Engineer,Amanda Hayden,joe.fletcher@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Software Engineering,General - Engineering,25-01-1989,Massachussets,Billing,Male,51613,Hispanic,Single,Fully Meets,3
595,1022,Frederick Howe,19-Sep-22,Software Engineer,Nicole Haynes,frederick.howe@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Unknown,Software Engineering,Field Operations,11-06-1962,Massachussets,Engineer,Male,12765,Black,Divorced,Fully Meets,3
596,1023,Nickolas Davila,09-Nov-18,Shared Services Manager,Debra Morales,nickolas.davila@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Voluntary,Software Engineering, General - Conference,05-04-1992,Massachussets,Clerk,Male,64122,Hispanic,Divorced,Fully Meets,3
597,1024,Kasey Boyer,30-Dec-18,Shared Services Manager,Chad Andrews,kasey.boyer@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Involuntary,Software Engineering,Fielders,30-03-1987,Massachussets,Coordinator,Female,91332,Other,Divorced,Fully Meets,3
598,1025,Giovanni Jenkins,11-May-23,Senior BI Developer,John Wallace,giovanni.jenkins@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Retirement,Admin Offices,Field Operations,13-11-1960,Massachussets,Foreman,Female,39827,Other,Divorced,Fully Meets,3
599,1026,Alexis Moss,03-Nov-22,Senior BI Developer,Benjamin Frederick,alexis.moss@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Resignation,Admin Offices,Engineers,07-11-1950,Massachussets,Engineer,Female,27418,Other,Widowed,Fully Meets,3
600,1027,Joanna Murphy,14-Jun-20,Senior BI Developer,Michael Ramos,joanna.murphy@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Admin Offices, General - Conference,21-12-1962,Massachussets,Flagger,Male,24931,Other,Single,Fully Meets,3
601,1028,Joseph Schmidt,15-Oct-19,Software Engineer,Donna Boone,joseph.schmidt@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Software Engineering, General - Conference,22-10-2000,Massachussets,Model Assistant,Male,2121,Asian,Single,Fully Meets,3
602,1029,Brittany Hurley,28-Apr-20,Software Engineer,Jeffrey Johnston,brittany.hurley@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unknown,Software Engineering,Field Operations,01-06-1979,Massachussets,Specialist,Female,97697,Asian,Divorced,Fully Meets,3
603,1030,Niko Hamilton,29-Oct-19,Software Engineer,Sarah King,niko.hamilton@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unknown,Software Engineering,Field Operations,06-07-1955,Massachussets,Foreman,Male,75783,Black,Single,Fully Meets,3
604,1031,Ruben Martinez,28-Apr-21,Software Engineer,Cynthia Delgado,ruben.martinez@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unknown,Software Engineering, General - Conference,29-10-1972,Massachussets,Lineman,Male,26111,White,Widowed,Fully Meets,3
605,1032,Kiley Haynes,19-Apr-22,Software Engineer,Dominique Bailey,kiley.haynes@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Software Engineering,Aerial,01-07-1954,Massachussets,Laborer,Male,50656,Asian,Widowed,Fully Meets,3
606,1033,Blaine Brooks,28-Mar-23,Shared Services Manager,Teresa Meyer,blaine.brooks@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unknown,Software Engineering,Field Operations,28-03-1997,Massachussets,Operator,Male,71808,Other,Single,Fully Meets,3
607,1034,Dennis Livingston,06-May-19,Shared Services Manager,Sarah Carey,dennis.livingston@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unknown,Software Engineering,Project Management - Con,08-12-1977,Massachussets,Manager,Female,1043,Black,Single,Fully Meets,3
608,1035,Case Russell,13-Oct-20,Senior BI Developer,Taylor Wright,case.russell@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unknown,Admin Offices,Underground,16-02-1979,Massachussets,Laborer,Female,41260,Asian,Divorced,Fully Meets,3
609,1036,Kody Jimenez,06-Jul-21,Senior BI Developer,Daniel Moore,kody.jimenez@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Admin Offices,Field Operations,08-08-1993,Massachussets,Foreman,Male,15346,Asian,Single,Fully Meets,3
610,1037,Zoe Colon,24-Sep-20,Software Engineer,Stacey Vargas,zoe.colon@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Software Engineering,Fielders,27-07-1993,Massachussets,Engineer,Male,4876,Other,Widowed,Fully Meets,3
611,1038,Courtney Cowan,18-Jan-23,Software Engineer,Beth Anderson,courtney.cowan@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Unknown,Software Engineering,Field Operations,04-05-1971,Massachussets,Crew Leader,Male,14886,Hispanic,Married,Fully Meets,3
612,1039,Nolan Perez,22-Aug-19,Software Engineer,Joshua Daniels,nolan.perez@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Software Engineering,Finance & Accounting,17-11-1982,Massachussets,Administrative,Female,46407,Other,Widowed,Fully Meets,3
613,1040,Katrina Farrell,25-Jul-19,Software Engineer,Mark Mays,katrina.farrell@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Software Engineering,Field Operations,25-04-1972,Massachussets,Technician,Male,74234,White,Divorced,Fully Meets,3
614,1041,Camden Kelly,11-Nov-19,Software Engineer,Brandon Ortiz,camden.kelly@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Software Engineering,Engineers,04-11-1976,Massachussets,Administrative,Male,45272,White,Single,Fully Meets,3
615,1042,Milo Hood,16-Jul-22,Software Engineer,Cheryl Swanson,milo.hood@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unknown,Software Engineering,Field Operations,18-08-1942,Massachussets,Driller,Male,96170,Black,Widowed,Fully Meets,3
616,1043,Kale Lang,19-Dec-22,Shared Services Manager,Matthew Patel,kale.lang@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Resignation,Software Engineering,Splicing,16-12-1955,Massachussets,Billing,Female,65963,White,Married,Fully Meets,3
617,1044,Shyanne Stark,15-Sep-20,Shared Services Manager,Jennifer Adams,shyanne.stark@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Unknown,Software Engineering,Field Operations,16-09-1956,Massachussets,Foreman,Female,75123,Hispanic,Divorced,Fully Meets,3
618,1045,Elliott Ashley,04-Oct-20,Senior BI Developer,Kelly Williams,elliott.ashley@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Involuntary,Admin Offices,Cable Television,10-06-1963,Massachussets,Foreman,Female,11164,Black,Single,Fully Meets,3
619,1046,Genesis Todd,23-Apr-22,Software Engineer,Jose Daniel,genesis.todd@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Software Engineering,Underground,17-11-1962,Massachussets,Laborer,Male,65978,White,Single,Fully Meets,3
620,1047,Sincere Jimenez,27-Nov-21,Software Engineer,Vanessa Ramirez,sincere.jimenez@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unknown,Software Engineering,Field Operations,24-11-1947,Massachussets,Technician,Female,73877,Hispanic,Single,Fully Meets,3
621,1048,Stephen Daugherty,29-Nov-19,Software Engineer,Joshua Pittman,stephen.daugherty@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unknown,Software Engineering, General - Conference,19-07-1956,Massachussets,Helper,Male,48971,Asian,Widowed,Fully Meets,3
622,1049,Demarion Morrow,30-May-19,Software Engineer,Patricia Brewer,demarion.morrow@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Software Engineering,Field Operations,26-09-1954,Massachussets,Technician,Male,16259,White,Married,Fully Meets,3
623,1050,Steven Schneider,23-Nov-20,Software Engineer,Jerry Suarez,steven.schneider@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unknown,Software Engineering,Finance & Accounting,04-07-1993,Massachussets,Accounting,Male,64114,Black,Widowed,Fully Meets,3
624,1051,Devon Hinton,08-Apr-22,Software Engineer,Allison York,devon.hinton@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Software Engineering,Field Operations,29-04-1981,Massachussets,Operator,Male,14669,White,Divorced,Fully Meets,3
625,1052,Jacquelyn Johns,25-Feb-21,Shared Services Manager,Christopher Romero,jacquelyn.johns@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Software Engineering, General - Conference,21-06-1980,Massachussets,Foreman,Female,52448,Hispanic,Single,Fully Meets,3
626,1053,Blaine Keith,13-Mar-19,Shared Services Manager,Timothy Hansen,blaine.keith@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Resignation,Software Engineering,Project Management - Con,25-07-1947,Massachussets,Project Manager,Female,43336,Hispanic,Divorced,Fully Meets,3
627,1054,Phillip Salazar,12-Feb-23,Software Engineer,Christopher Romero,phillip.salazar@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unknown,Software Engineering,Engineers,10-05-1993,Massachussets,Project Manager,Male,56271,White,Single,Fully Meets,3
628,1055,Chaz Webb,08-Sep-18,Software Engineer,Alec Hernandez,chaz.webb@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unknown,Software Engineering,Field Operations,24-11-1995,Massachussets,Laborer,Female,56708,White,Widowed,Fully Meets,3
629,1056,Desmond Anderson,18-Nov-21,Software Engineer,Kari Bishop,desmond.anderson@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Unknown,Software Engineering,Wireline Construction,01-09-1943,Massachussets,Driver,Male,12869,Hispanic,Widowed,Fully Meets,3
630,1057,Sophie Decker,01-Jul-23,Software Engineer,Justin Grant,sophie.decker@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unknown,Software Engineering,Wireline Construction,27-10-1998,Massachussets,Foreman,Male,18240,Asian,Widowed,Fully Meets,3
631,1058,Lena Bryan,18-Apr-22,Software Engineer,Sarah Sims,lena.bryan@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unknown,Software Engineering,Billable Consultants,13-03-1942,Massachussets,Technician,Male,77311,Hispanic,Married,Fully Meets,3
632,1059,Kelsie Mccormick,29-Apr-23,Software Engineer,Emily Brennan,kelsie.mccormick@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unknown,Software Engineering,Engineers,23-05-1974,Massachussets,Engineer,Female,63959,Asian,Widowed,Fully Meets,3
633,1060,Frida Livingston,10-Oct-18,Shared Services Manager,Sandra Black,frida.livingston@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Voluntary,Software Engineering, General - Conference,05-02-1976,Massachussets,Project Manager,Female,20331,Black,Single,Fully Meets,3
634,1061,Isai Alvarado,20-Nov-22,Shared Services Manager,Laura Norman,isai.alvarado@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unknown,Software Engineering,General - Selling General and Administrative,21-05-1993,Massachussets,Specialist,Female,45515,Other,Single,Fully Meets,3
635,1062,Travis Vasquez,18-May-19,Software Engineer,Amanda Hale,travis.vasquez@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Software Engineering,Engineers,03-11-1969,Massachussets,Program Manager,Male,59717,Hispanic,Married,Fully Meets,3
636,1063,Jazlene Maynard,22-Jun-21,Software Engineer,James Baker,jazlene.maynard@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unknown,Software Engineering,Aerial,19-04-1945,Massachussets,Foreman,Female,15748,Black,Single,Fully Meets,3
637,1064,Wyatt Donovan,30-Mar-22,Software Engineer,Terry Durham,wyatt.donovan@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,Software Engineering,Field Operations,24-02-1987,Massachussets,Technician,Male,67106,White,Divorced,Fully Meets,3
638,1065,Nathaly Cooper,28-Aug-18,Software Engineer,Erik Simon,nathaly.cooper@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unknown,Software Engineering,Engineers,26-06-1995,Massachussets,Engineer,Male,33438,Other,Widowed,Fully Meets,3
639,1066,Gage Weeks,27-Dec-21,Software Engineer,Summer Moreno,gage.weeks@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Software Engineering,Cable Television,23-04-1981,Massachussets,Operator,Male,61106,Hispanic,Single,Fully Meets,3
640,1067,Gavin Frye,14-Nov-20,Software Engineer,Carla Cox,gavin.frye@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unknown,Software Engineering,Field Operations,07-12-1948,Massachussets,Technician,Female,25160,White,Married,Fully Meets,3
641,1068,Amber Ross,01-Oct-21,Software Engineer,Mary Mendoza,amber.ross@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Unknown,Software Engineering,Wireline Construction,24-12-1998,Massachussets,Project Manager,Female,52694,Black,Widowed,Fully Meets,3
642,1069,Wyatt Edwards,13-Oct-18,Shared Services Manager,Cassandra Smith,wyatt.edwards@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Resignation,Software Engineering, General - Conference,13-09-1975,Massachussets,Foreman,Female,30264,Other,Widowed,Fully Meets,3
643,1070,Karla Reed,15-Dec-18,Shared Services Manager,Warren Baker,karla.reed@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Resignation,Software Engineering,General - Selling General and Administrative,04-11-1998,Massachussets,Project Manager,Male,22326,Black,Married,Fully Meets,3
644,1071,Yadira Mcmillan,28-Mar-19,Software Engineer,Amy Bell,yadira.mcmillan@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Software Engineering,Field Operations,23-06-1968,Massachussets,Laborer,Male,30139,Black,Married,Fully Meets,3
645,1072,Fernando Mcconnell,27-Dec-18,Software Engineer,Teresa Lopez,fernando.mcconnell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unknown,Software Engineering,Field Operations,20-01-1977,Massachussets,Operator,Female,93329,Asian,Widowed,Fully Meets,3
646,1073,Sean Bean,11-May-19,Software Engineer,Kimberly Holland,sean.bean@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unknown,Software Engineering,Field Operations,24-09-1998,Massachussets,Foreman,Male,67825,White,Single,Fully Meets,3
647,1074,Lilianna Mccall,19-Feb-21,Software Engineer,Robert Garcia,lilianna.mccall@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Software Engineering, General - Conference,08-07-1983,Massachussets,Laborer,Male,86545,Asian,Divorced,Fully Meets,3
648,1075,Salvador Thomas,05-Nov-22,Software Engineer,Nicholas Martinez,salvador.thomas@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Software Engineering,Engineers,23-04-1968,Massachussets,Engineer,Male,76670,Asian,Married,Fully Meets,3
649,1076,Jair Silva,22-Mar-20,Software Engineer,Carlos Barnes,jair.silva@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Software Engineering,General - Engineering,28-01-1943,Massachussets,Administrative,Female,29368,White,Widowed,Fully Meets,3
650,1077,Derek Moreno,02-Feb-19,Software Engineer,Allison Jacobs,derek.moreno@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unknown,Software Engineering,Wireless,10-05-1992,Massachussets,Foreman,Female,97585,Black,Single,Fully Meets,3
651,1078,Litzy Conner,24-Feb-20,Software Engineer,Angela Ramsey,litzy.conner@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Voluntary,Software Engineering,Aerial,19-03-1997,Massachussets,Foreman,Female,42710,Asian,Divorced,Fully Meets,3
652,1079,Joanna Burnett,07-Apr-21,Shared Services Manager,Malik Smith,joanna.burnett@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Software Engineering,Project Management - Eng,11-04-2000,Massachussets,Manager,Female,21279,Hispanic,Divorced,Fully Meets,3
653,1080,Abdullah Frederick,14-Nov-20,Shared Services Manager,Jessica Lewis,abdullah.frederick@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unknown,Software Engineering,Fielders,04-08-1988,Massachussets,Engineer,Male,17976,Black,Widowed,Fully Meets,3
654,1081,Armani Porter,17-Jan-22,Software Engineer,Kayla Ibarra,armani.porter@bilearner.com,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Software Engineering, General - Conference,24-08-1965,Massachussets,Laborer,Male,53628,Asian,Divorced,Fully Meets,3
655,1082,Taylor Sanders,02-Sep-21,Software Engineer,Ryan Mathews,taylor.sanders@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Retirement,Software Engineering, General - Conference,03-03-1976,Massachussets,Technician,Male,84761,Other,Married,Fully Meets,3
656,1083,Iliana Randall,30-Jul-23,Software Engineer,Melissa Scott,iliana.randall@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unknown,Software Engineering,Aerial,09-01-1963,Massachussets,Supervisor,Female,2187,Asian,Divorced,Fully Meets,3
657,1084,Luke Henderson,27-Jun-23,Software Engineer,Robert Schmitt,luke.henderson@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Unknown,Software Engineering,Executive,12-08-1989,Massachussets,Administrator,Male,76615,White,Single,Fully Meets,3
658,1085,Madelyn Lambert,27-Mar-22,Software Engineer,Patricia Wallace,madelyn.lambert@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unknown,Software Engineering, General - Conference,10-03-1952,Massachussets,Lineman,Male,18707,Other,Divorced,Fully Meets,3
659,1086,Ava Pace,12-Aug-22,Software Engineer,Justin Young,ava.pace@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Voluntary,Software Engineering,Field Operations,30-07-1973,Massachussets,Supervisor,Female,23203,Black,Single,Fully Meets,3
660,1087,Delaney Bruce,08-Jul-22,Software Engineer,Robert Salinas,delaney.bruce@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Voluntary,Software Engineering,Field Operations,05-08-1974,Massachussets,Tower Hand,Female,18844,Other,Married,Fully Meets,3
661,1088,Jair Bullock,15-Aug-20,Software Engineer,Mary Anderson,jair.bullock@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Resignation,Software Engineering, General - Conference,08-04-1991,Massachussets,Foreman,Female,64815,White,Widowed,Fully Meets,3
662,1089,Kayla Farrell,27-May-23,Software Engineer,Jennifer Stevens,kayla.farrell@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Involuntary,Software Engineering,Wireline Construction,29-04-1953,Massachussets,Groundman,Female,69860,Black,Married,Fully Meets,3
663,1090,Taylor Gamble,02-Jan-23,Shared Services Manager,Jennifer Murphy,taylor.gamble@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unknown,Software Engineering,Field Operations,28-08-1965,Massachussets,Technician,Female,93542,Black,Divorced,Fully Meets,3
664,1091,Carl Desimone,16-Nov-18,Production Technician I,Daniel Booth,carl.desimone@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Involuntary,Production       ,General - Selling General and Administrative,26-08-1986,Massachussets,Supervisor,Male,2061,Asian,Single,Fully Meets,3
665,1092,Sophia Theamstern,12-Jul-22,Production Technician I,Martin Jackson,sophia.theamstern@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Unknown,Production       ,Field Operations,27-01-1970,Massachussets,Clerk,Female,2066,Hispanic,Divorced,Fully Meets,3
666,1093,Kara Harrison,16-Dec-22,Production Technician I,Elizabeth Richards,kara.harrison@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unknown,Production       ,Engineers,26-04-1979,Massachussets,Engineer,Female,1886,Asian,Widowed,Fully Meets,3
667,1094,Ming Huynh,08-May-23,Production Technician II,Jose Bray,ming.huynh@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unknown,Production       ,Field Operations,18-03-1994,Massachussets,Foreman,Female,1742,Other,Single,Fully Meets,3
668,1095,Karen Mancuso,07-Apr-23,Production Technician II,Jamie Frye,karen.mancuso@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unknown,Production       ,Engineers,28-11-1941,Massachussets,Engineer,Female,2176,Hispanic,Divorced,Fully Meets,3
669,1096,Linda Anderson,15-Feb-22,Production Technician I,Adam Hunt,linda.anderson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Voluntary,Production       ,Shop (Fleet),11-01-1973,Massachussets,Mechanic,Female,1844,Asian,Married,Fully Meets,3
670,1097,Nilson Fernandes,17-Jul-23,Production Technician I,Jeffrey Saunders,nilson.fernandes@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Involuntary,Production       ,Field Operations,02-08-1999,Massachussets,Technician,Male,2132,Hispanic,Divorced,Fully Meets,3
671,1098,Alain Robinson,03-May-19,Production Technician I,Stephanie Griffin,alain.robinson@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Production       ,General - Engineering,10-01-1993,Massachussets,Engineer,Male,1420,Asian,Widowed,Fully Meets,3
672,1099,Seffi Shields,25-Mar-22,Production Technician I,Robert Sullivan,seffi.shields@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Retirement,Production       ,Field Operations,24-12-1971,Massachussets,Laborer,Female,2149,Other,Single,Fully Meets,3
673,1100,Horia Ndzi,07-Apr-20,Production Technician I,Charles Delacruz,horia.ndzi@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unknown,Production       ,Field Operations,10-05-1964,Massachussets,Laborer,Male,2421,White,Divorced,Fully Meets,3
674,1101,Evelyn Girifalco,10-Mar-21,Production Technician I,John Alvarez,evelyn.girifalco@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Unknown,Production       ,Engineers,19-03-1944,Massachussets,Engineer,Female,2451,White,Widowed,Fully Meets,3
675,1102,Ermine Pelletier,04-Aug-19,Production Technician II,Margaret Lee,ermine.pelletier@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unknown,Production       , General - Conference,19-09-1953,Massachussets,Groundman,Female,2472,Black,Single,Fully Meets,3
676,1103,Samuel MacLennan,11-Apr-21,Production Technician I,Chad Moreno,samuel.maclennan@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Production       ,Splicing,02-04-1957,Massachussets,Splicer,Male,1938,Asian,Widowed,Fully Meets,3
